brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Lincoln,MKZ Hybrid Base,2014,78568,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Blue,Beige,None reported,True,15500
Ford,Transit-350 XL,2018,95000,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,True,43000
Porsche,911 GT2 RS,2018,4529,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,Automatic,Black,Black,None reported,True,417500
Ford,Explorer Timberline,2021,25240,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Gray,Ebony,At least 1 accident or damage reported,False,39951
Volvo,XC90 3.2,2011,88300,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,True,11500
Chevrolet,Avalanche LTZ,2013,98000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Black,At least 1 accident or damage reported,True,27499
Audi,TT RS 2.5T,2018,20675,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Other,Gray,Gray,None reported,True,76000
Lincoln,Navigator L,2008,95000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,10900
Hyundai,Elantra GLS,2010,107000,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Blue,At least 1 accident or damage reported,True,6250
Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Black,Black,At least 1 accident or damage reported,True,24700
Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,34999
Tesla,Model Y Performance,2023,500,Gasoline,455.0HP Electric Motor Electric Fuel System,Automatic,Black,White,None reported,True,60000
Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,63500
Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Other,Orange,Orange,None reported,True,149500
Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,False,44798
Chevrolet,Blazer Premier,2019,55621,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Silver Ice Metallic,Jet Black,None reported,False,34562
Mazda,CX-9 Grand Touring,2021,46707,Gasoline,2.5L I4 16V GDI DOHC Turbo,Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,True,32541
Ford,Expedition Max Limited,2022,26500,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,65900
Nissan,Titan XD SV,2020,10001,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black,Black,None reported,True,47214
Lexus,LX 570 Three-Row,2019,19050,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,True,76900
Chevrolet,Traverse Premier,2020,52000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,35800
Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,54999
BMW,X5 3.0i,2004,140000,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Other,Black,Beige,None reported,True,6730
Ford,Fusion SE,2018,75600,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,True,14950
Lincoln,MKZ Base,2015,117292,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,True,12000
Ford,GT,2005,1897,Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,False,429998
Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Other,White,Beige,None reported,True,33600
Lexus,LC 500 Base,2022,2071,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,False,99950
Ford,Shelby GT500 Base,2014,15629,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,Manual,Black,Black,None reported,False,61900
Saturn,Sky Base,2008,15020,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Red,None reported,True,18500
Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,False,119900
Toyota,Land Cruiser,2016,50361,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,False,65998
Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Other,Black,Black,At least 1 accident or damage reported,True,36000
Porsche,911 Carrera C2S,2005,28500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,True,63500
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,White,Black,None reported,True,32000
Ford,Taurus X Limited,2008,148949,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,3900
BMW,440 Gran Coupe i,2018,39300,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,True,31750
Honda,S2000 CR,2008,82323,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,28500
Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,1.5 Liter Turbo,Other,Apex Blue,Orchid,None reported,False,34998
Ford,Excursion Limited,2001,109357,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,True,12749
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,18853
Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,True,104999
INFINITI,G35 Sport,2007,37100,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,16900
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,True,14500
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Go Mango!,Black,None reported,False,53900
Lincoln,Navigator L Reserve,2019,67073,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,47999
Maserati,Ghibli S Q4,2015,28700,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,False,24900
Tesla,Model X Base,2023,8200,Gasoline,670.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,True,93999
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Other,Gray,Black,None reported,True,108900
Ford,Expedition Limited,2018,98995,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,False,34998
Volkswagen,Routan SE,2012,123815,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,5000
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,Automatic,White,White,None reported,True,1950995
Toyota,Highlander XLE,2020,61341,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,False,34084
Honda,Civic LX,2016,96473,Gasoline,2.0L I4 16V MPFI DOHC,Automatic,Black,Black,None reported,False,15599
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Black Clearcoat,Black,None reported,False,31331
Land,Rover Range Rover Supercharged,2008,114287,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,9900
Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,None reported,True,14500
BMW,M6 Base,2016,45800,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Black,None reported,False,36800
Polestar,2 Launch Edition,2021,12172,Gasoline,Electric,Automatic,Thunder Gray,Charcoal,None reported,False,35999
BMW,X6 sDrive35i,2016,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,White,At least 1 accident or damage reported,True,35000
Porsche,Cayman S,2014,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,49750
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT,Silver,Beige,None reported,True,49000
Cadillac,DTS Luxury II,2008,94155,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,10500
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,True,17999
GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,27995
INFINITI,G37 x,2009,158564,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,8750
Ford,Transit-350 XLT,2023,20000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,78499
Cadillac,XTS Luxury,2018,46711,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,True,20850
Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,41000
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,53800
Toyota,Land Cruiser Base,2008,175000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,True,37900
Toyota,Land Cruiser Base,2016,61500,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,63500
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,65000
Lamborghini,Gallardo Base,2007,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Other,Orange,Orange,None reported,True,100000
Lincoln,MKZ Base,2011,83765,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,8995
Mercedes-Benz,EQS 450 4MATIC,2023,7388,Gasoline,355.0HP Electric Motor Electric Fuel System,Automatic,Gray,Beige,None reported,True,105500
Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,False,359991
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,Automatic,Verde,Black,None reported,False,75900
Chevrolet,Trailblazer LT,2021,50648,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic,Pacific Blue Metallic,Jet Black,None reported,False,23995
Toyota,Land Cruiser Base,1993,231500,not supported,Electric,Automatic,White,Gray,None reported,True,29500
Lamborghini,Urus Base,2021,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,True,257000
INFINITI,G37 x,2013,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,True,15000
Maserati,Levante S,2017,54423,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,33950
Toyota,Highlander Limited,2022,24001,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Wind Chill Pearl,Graphite,None reported,False,47498
Nissan,Armada SL,2022,14735,Gasoline,5.6 Liter,Automatic,White,Black,None reported,False,50998
Audi,Q5 Premium,2023,2425,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,None reported,False,42998
Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Other,Gray,Black,None reported,True,94999
Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,None reported,True,46995
Mercedes-Benz,EQS 450+ Base,2022,16238,Gasoline,329.0HP Electric Motor Electric Fuel System,Automatic,White,Beige,None reported,True,62479
RAM,1500 Laramie,2022,18051,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,True,47995
Lincoln,Town Car Base,2004,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,14900
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,2.0 Liter DOHC Turbo,Other,Lunar Silver Metallic,Ebony,None reported,False,39998
Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic,Black,Black,None reported,False,29999
Honda,CR-V EX,2003,224000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,None reported,True,3900
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Other,Gray,Beige,None reported,True,26000
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Red,–,At least 1 accident or damage reported,True,11000
Porsche,718 Boxster Base,2019,6700,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,63000
Ford,Transit-350 XLT,2015,143000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,True,22500
Kia,Sportage SX Turbo,2017,87842,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black Cherry,Black,None reported,True,18688
INFINITI,G37 S Sport,2010,116451,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,White,Gray,None reported,True,16500
Nissan,Titan XD S,2019,53677,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,None reported,True,27900
Audi,S7 2.9T Prestige,2021,12000,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,True,77500
Land,Rover Discovery HSE,2019,20034,Gasoline,3.0 Liter,Automatic,Yulong White,Tan/Ebony,None reported,False,43998
Ford,Transit-350 XLT,2020,32000,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,Automatic,Black,Black,None reported,True,68000
INFINITI,Q70 3.7,2014,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,19995
Jeep,Gladiator Rubicon,2022,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,54000
Lincoln,MKX Base,2010,156000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,5900
Porsche,911 Carrera 4S,2020,25568,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,Manual,Red,Black,None reported,True,134999
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Gray,Black,At least 1 accident or damage reported,True,34250
Porsche,Cayman Base,2014,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Other,Blue,Beige,At least 1 accident or damage reported,True,37000
Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Other,White,Gray,None reported,True,12000
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,32000
Kia,Forte GT-Line,2023,15500,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT,White,Black,At least 1 accident or damage reported,True,24500
BMW,M8 Competition,2020,10906,Gasoline,4.4 Liter Twin Turbo,Automatic,Donington Grey Metallic,Black,None reported,False,96998
Lincoln,MKC Select,2019,49814,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,False,26545
BMW,i8 Base,2015,846,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Automatic,White,White,None reported,True,86999
Toyota,Highlander XLE,2021,67039,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Blue,Black,None reported,False,34645
Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5L I4 16V,Automatic,Platinum Quartz Metallic,Black,None reported,False,28535
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L V6 24V GDI DOHC,Automatic,White,Black,At least 1 accident or damage reported,True,43550
Lincoln,MKZ Reserve,2017,37375,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,True,27500
Tesla,Model 3 Standard Range Plus,2021,21600,Gasoline,271.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,True,31000
Porsche,718 Cayman S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,True,69000
Chevrolet,Corvette Base,2005,143095,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,True,16000
Acura,RSX Type S,2002,80000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Beige,Beige,At least 1 accident or damage reported,True,8500
Ferrari,Roma Base,2021,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,True,275000
Porsche,Cayman S,2007,5856,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,45000
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,6.8L V12 48V GDI DOHC,Automatic,Yellow,–,None reported,True,488880
Audi,SQ7 4.0T,2022,28927,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Matador Red Metallic,Black,None reported,False,74900
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,True,144664
Honda,Ridgeline RTL-E,2021,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,38500
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,12995
Lexus,GX 470 Base,2004,154000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,True,10000
Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,27000
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,True,6000
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Blu,Nero,None reported,True,52645
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,2.0 Liter,Automatic,Fuji White,–,None reported,False,35998
Aston,Martin DBX Base,2021,2353,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Green,Sahara Tan,None reported,True,159500
Audi,Q3 45 S line Premium,2022,9325,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Mythos Black Metallic,Black,None reported,False,33610
Ford,Explorer XLT,2020,61001,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Gray,Ebony,At least 1 accident or damage reported,True,28616
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,46900
Subaru,BRZ Premium,2023,5800,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,29990
BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,28499
Kia,Stinger GT2,2020,57000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,At least 1 accident or damage reported,True,36500
Chevrolet,Bolt EUV Premier,2022,7624,Gasoline,Electric,Automatic,Mosaic Black Metallic,Jet Black,None reported,True,31985
Subaru,Forester 2.5 XT,2004,122000,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gold,Black,At least 1 accident or damage reported,True,9999
Kia,Sportage X-Pro,2023,459,Gasoline,2.5L I4 16V PDI DOHC,Automatic,Jungle Green,Black,None reported,False,36998
BMW,M4 Base,2016,62500,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Orange,At least 1 accident or damage reported,True,40500
Hyundai,Equus Signature,2013,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,17500
Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr",Automatic,BLACK,BLACK,None reported,False,69900
